id,title,price,image,category,description
59,Pink Lemonade,77,https://images.leafly.com/flower-images/PINK-LEMONADE-020-fixed.jpg,Hybrid,"Pink Lemonade is a hybrid marijuana strain made by crossing Lemon Skunk with Purple Kush. This strain produces calming effects that instantly puts the mind into a haze while radiating through the body. Pink Lemonade smells like fruity, mentholated tea and has flavors of lemon and grapefruit on the exhale. This strain is used by medical marijuana patients to treat symptoms related to focus, stress and depression. Growers say Pink Lemonade comes in small buds that are coated in a generous layer of trichomes atop jade foliage and bronze pistils."
60,The White,70,https://images.leafly.com/flower-images/DlI3zy6KSYyvONnipUnS_THE%20WHITE-330-edited.jpg,Hybrid,"The White is a potent hybrid marijuana strain known for having a distinct lack of odor or flavor. The White gives off a high that is usually described as providing equal body and head sensations. This mysterious strain—originally called “Triangle” and supposedly from somewhere in Florida—is aptly named. The White is covered with so many white trichomes that buds look like they were rolled in confectioner’s sugar. While it looks much like an OG in structure and certainly has the potency associated with the best OG Kush cuts, it has little of the smell or flavor found in those West Coast favorites. Those who do not enjoy the flavor and aroma of cannabis opt for this strain over more pungent varieties. Medical marijuana patients choose this strain to help relieve symptoms associated with insomnia."
61,MK Ultra,77,https://images.leafly.com/flower-images/MK-ULTRA-082.jpg,Indica,"MK Ultra is a potent indica marijuana strain made by crossing OG Kush with G13. This strain produces euphoric effects that are fast-acting and best for when strong medication is desired. MK Ultra is bred by T.H. Seeds and won 1st place Indica at the High Times Cannabis Cup in 2003 and 2nd place in 2004. This strain gets its name from the methods of mental manipulation employed by the CIA’s Project MKUltra. Indoor growing is facilitated by the plant’s short stature, and its above average yield delivers particularly sticky, dense, pungent flowers."
62,Orange Crush,89,https://images.leafly.com/flower-images/orange-crush.jpg,Hybrid,Orange Crush is a hybrid marijuana strain made by crossing California Orange and Blueberry. This strain produces powerful cerebral effects that are uplifting. Orange Crush offers a super sweet and tangy flavor profile. Growers say this strain has a flowering time of 7-9 weeks.
63,Lamb's Bread,94,https://images.leafly.com/flower-images/lambs-bread.png,Sativa,"Lamb's Bread is a sativa marijuana strain known to provide energetic and uplifting effects. Lamb's Bread, sometimes called Lamb's Breath, is a popular strain for medical marijuana patients looking to relieve symptoms associated with chronic stress and depression. This plant has origins in Jamaica and it is believed to have been one of Bob Marley's favorite strains. Growers say Lamb's Bread has bright green buds that are sticky and dense."
64,Jager,59,https://images.leafly.com/flower-images/jr.jpg,Indica,"Jager is an indica marijuana strain made by crossing LA Confidential and Blue Dream. This strain produces full-body effects that are relaxing but not sedating. Jager tastes and smells like black licorice. This strain was named after the dark acloholic beverage from Germany. Jager is sometimes called JR, or JGR."
65,Lemon Meringue,61,https://images.leafly.com/flower-images/lemon-meringue.jpg,Sativa,"Lemon Meringue by Exotic Genetix is a sweet, zestful cross of Lemon Skunk and Cookies and Cream. This pungent combo emits a variety of aromas including citrus, diesel, and nuttiness, but at the center of this bouquet is a tart slice of lemon meringue pie. Lemon Meringue offers uplifting mental effects and invigorating energy that encourages physical activity. This strain’s subtle motivational qualities and pleasant euphoria make it a go-to for folks combating fatigue, depression, and minor headaches.    "
66,Cannatonic,53,https://images.leafly.com/flower-images/cannatonic.png,Hybrid,"Cannatonic is a mostly CBD marijuana strain made by crossing MK Ultra and G13 Haze. This strain produces a relatively short-lived, mellow high that is also uplifting and powerfully relaxing. Medical marijuana patients choose Cannatonic to treat pain, muscle spasms, anxiety and migraines. This strain has a slightly earthy odor with a sweet citrus flavor."
67,Mango Haze,54,https://images.leafly.com/flower-images/zT6M2MASsyZK8U9tZ9JA_MANGO%20HAZE-251-edited.jpg,Sativa,"Mango Haze is a sativa marijuana strain made by crossing Northern Lights #5, Skunk, and Haze. Mango Haze produces uplifting and happy effects that will put you into a cerebral mood. This strain features a mango aroma and flavor that consumers love. Medical marijuana patients choose this strain to help relieve symptoms associated with depression. Growers say Mango Haze has a flowering time of 66 days."
68,Blueberry Cookies,71,https://images.leafly.com/flower-images/S1XM8RVTS1Ghpaeqc3jf_BLUEBERRY%20COOKIES-270-edited.jpg,Hybrid,"Blueberry Cookies is an indica-dominant hybrid created by crossing Blueberry Tahoe and Thin Mint GSC (f.k.a. Girl Scout Cookies). This strain’s unique flavor is a mixture of roasted nuts, mint, and fresh blueberries, while the bouquet provides an earthier, berry-forward aroma. Blueberry Cookies tends to hit the consumer in the body with mid-level sedative effects that are relaxing without being cumbersome. The mental state is often heady and creative, offering a distraction from stress. Blueberry Cookies is often recommended for consumers contending with chronic pain, inflammation, and depression. "
69,Kimbo Kush,88,https://images.leafly.com/flower-images/KIMBO-KUSH-030.jpg,Hybrid,"Kimbo Kush is a hybrid marijuana strain made by crossing Blackberry Kush with Starfighter. Kimbo Kush produces effects that are relaxing in small doses, sedating in larger doses. Because of its potency, Kimbo Kush is best enjoyed at the end of the day or before you head to bed. This strain is named after the late Kimbo Slice. Medial marijuana patients choose this strain to help relieve symptoms associated with insomnia. "
70,Goji OG,60,https://images.leafly.com/flower-images/GOJI-OG-112-2.jpg,Hybrid,"Goji OG is a sativa-dominant hybrid bred by Bodhi Seeds crossed between Nepali OG and Snow Lotus. The flavor is as unique as the berry it's named after, offering a dynamic aroma including red berry, black cherry, strawberry, hawaiian punch, and licorice. Indoor or outdoor grows offer high yields with a flowering time of around 9 weeks."
71,Pineapple Chunk,71,https://images.leafly.com/flower-images/Rk5G4CoTvy8oqv7zudgy_PINEAPPLE%20CHUNK-219-edited.jpg,Hybrid,"Pineapple Chunk is a hybrid marijuana strain made by crossing Cheese with Skunk #1 and Pineapple. Pineapple Chunk produces heavy, full-body effects accompanied by a buzzy head high. This strain features flavors that are tart, skunky, earthy and cheesy with undertones of pineapple. Medical marijuana patients choose Pineapple Chunk to help relieve symptoms associated with insomnia and anxiety. Growers say this strain is resistant to mold and disease. Pineapple Chunk has a flowering time of 55 days and is best grown indoors."
72,Strawberry Diesel,77,https://images.leafly.com/flower-images/STRAWBERRY-DIESEL-017.jpg,Hybrid,"This cross between NYC Diesel and Strawberry Cough is a true hybrid. Providing consumers with a well-balanced experience, Strawberry Diesel relaxes your muscles while creating an energizing, clear-headed sensation. If you’re looking for help with insomnia and would like to get things done, Strawberry Diesel may be your perfect match. Great for both daytime and nighttime use, this strain is incredibly versatile. Novice consumers should be cautious with it, however, as it is fast-acting and intense. Great for indoor growing, Strawberry Diesel tends to flower between 9 and 10 weeks. Taking after both of its parents, this strain also features a fruity scent while providing a thick, diesel-like taste."
73,Lavender,94,https://images.leafly.com/flower-images/LAVENDER-060.jpg,Indica,"Built from strains around the world, Lavender by Soma Seeds has its origins from Super Skunk, Big Skunk Korean and Afghani Hawaiian. This strain, sometimes referred to as Lavender Kush, has dense buds that give off a floral and spicy aroma. It has a dark purple coloration at the ends of its leaves."
74,Pink Champagne,55,https://images.leafly.com/flower-images/pink-champagne-fixed.jpg,Indica,"Pink Champagne goes by many names, including Wow Kush, Raspberry Kush, Phantom ( or Ken’s Phantom). Bred in the Bay area by Ken Estes, who crossed Ken’s Granddaddy Purple and Cherry Pie, this sedative beauty is not to be confused with Phantom Cookies. The buzz lands behind the eyes and emanates outwards, making this a suitable strain for patients suffering from migraines and physical discomfort. With notes of grape and berry, this strain imbues smokers with weighted eyes and a “couch lock” effect, making it a pre-sleep ripper useful for insomnia.  "
75,Sour Tsunami,54,https://images.leafly.com/flower-images/SOUR-TSUNAMI-121.jpg,Hybrid,"Sour Tsunami is a strain that became famous for being one of the first to be specifically bred for high CBD rather than THC content. The result is a strain that’s effective at treating pain and inflammation without producing a significant “high” that is linked to high THC. Lawrence Ringo of the Southern Humboldt Seed Collective bred this strain over four years of hard work by crossing Sour Diesel plants with NYC Diesel. This sativa-dominant hybrid flowers within 9 weeks, producing dense, dark green buds with dark green and purple-tinged leaves. The buds have a familiar musky diesel smell with sweet undertones."
76,Blueberry Cheesecake,62,https://images.leafly.com/flower-images/msT3hV3gTeKW9Kwrhtqn_BLUEBERRY%20CHEESECAKE-259-edited.jpg,Hybrid,"With a smell distinctly of blueberry cheesecake, this strain was bred from Blueberry and Cheese. Flowers are known to be lime green and dark violet in color with orange hairs and a large coat of crystals. "
77,Liberty Haze,100,https://images.leafly.com/flower-images/iAziwpkiQlmMoR4OE3kM_LIBERTY%20HAZE-240-edited.jpg,Hybrid,"Winner of the 2011 High Times Cannabis Cup, Liberty Haze quickly became popular for its fast flowering time and unique taste. Bred by Barner’s Farm, this cross between G13 and Chemdawg 91 matures as a medium-tall, bushy plant in 8-9 weeks. The buds are lime-green, heavy with crystals, and usually have plenty of red hairs. Consumers like this strain for its refreshing lime taste and its potency. This hybrid can offer uplifting cerebral effects, making it a popular choice for those treating depression and anxiety."
78,Raspberry Kush,61,https://images.leafly.com/flower-images/raspberry-kush-fixed.jpg,Indica,"Raspberry Kush is a great-tasting indica strain whose raspberries and cream aroma will keep you coming back for more. This strain may leave newer consumers feeling pretty lazy, but many find this Kush to be a creative flower, making it great for music, art, and talking with friends."
79,Cinex,73,https://images.leafly.com/flower-images/CINEX-077.jpg,Sativa,"Cinex, a hybrid of parents Cinderella 99 and Vortex, has a mixture of flavors ranging from sweet citrus to earthy skunk. The effects are clear-headed and uplifting, perfect for building a positive mindset and stimulating creative energy. Consumers enjoy Cinex for its ability to improve mood."
80,Blueberry Diesel,70,https://images.leafly.com/flower-images/BLUEBERRY-DIESEL-009.jpg,Hybrid,"Blueberry Diesel is a cross of two favorite strains, Blueberry and Sour Diesel. It is probably best known for its strong blueberry smell with hints of fuel from its Diesel lineage. Blueberry flavors overwhelm its sticky flowers, which should have plenty of trichomes and long orange hairs. Effects tend to be happy and relaxing but not too overwhelming, making this a popular choice for many kinds of consumers."
81,Snoop's Dream,92,https://images.leafly.com/flower-images/SNOOP'S-DREAMS-100.jpg,Hybrid,"Snoop Dogg is a hip-hop superstar who has quite a bit of fame in the cannabis community. Given his status, Snoop’s Dream is a strain that has a big name to live up to and this indica-dominant hybrid does not disappoint. Snoop’s Dream is a mix of Blue Dream and Master Kush, which are purportedly two of the rapper’s favorites. Looks-wise, these plants and flowers take after their Blue Dream parent with medium-sized dense buds covered in orange hairs. The taste is where the kush side of this strain shows itself. Sweet blueberry flavors are there with a pine aftertaste that takes over. This potent strain has strong effects that may make doing any focused task difficult. Head effects can also be strong, making this a choice that beginners might want to work up to. "
82,Black Cherry Pie,88,https://images.leafly.com/flower-images/black-cherry-pie.jpg,Hybrid,"Black Cherry Pie is a fruity strain with colorful foliage. Created by Green Mountain Collective, this strain is the genetic offspring of Blackberry Kush and Cherry Pie. These genetics are exhibited in the deep purple hues overlaid by jade green buds with orange hairs, as well as in the pungent woody aroma smeared with tart blackberry. Black Cherry Pie’s physical effects soothe nausea and minor aches and pains while keeping the mind aloof and creative. Its bright mind and semi-sedative effects make it a natural complement for indoor activities and relaxed evenings."
83,Kosher Tangie,62,https://images.leafly.com/flower-images/kosher-tangie.jpg,Hybrid,"Kosher Tangie, a 60/40 indica-dominant hybrid, combines two award-winning strains from DNA Genetics. Taking the musky pine aroma of Kosher Kush and crossing it with the sweet tangerine notes of Tangie, Kosher Tangie has complex palate of skunky citrus flavors. These genetics provide balanced effects that calm the body and lift your mood."
84,Cheese Quake,60,https://images.leafly.com/flower-images/6kKy0U4GSUSbCp5HyQpz_CHEESE%20QUAKE-318-edited.jpg,Hybrid,"Cheese Quake by Subcool's The Dank is a cross between Cheese and Querkle. A hint of grape is detectable, but its aroma is led by the funky sour aroma commonly associated with Cheese crosses. Expect to feel tingy invigoration followed by uplifting body sensations to help you feel relaxed and carefree."
85,Plushberry,72,https://images.leafly.com/flower-images/PLUSHBERRY-054.jpg,Indica,"Plushberry, a cross between Black Cherry Soda and Space Queen, is an indica-dominant strain bred by TGA Seeds. The Black Cherry Soda lends this strain an aromatic berry scent, while the Space Queen genetics promote heavy resin production. Plushberry induces a deep relaxation in the mind and body, with calming qualities that melt away stress. There are two main phenotypes of Plushberry: one that grows smaller, pink-tinted plants, and another with bulkier, more indica-like formations. Plushberry flowers in 55 to 65 days with medium to heavy yields. "
86,Primus,83,https://images.leafly.com/flower-images/primus.jpg,Indica,"Primus, also called Primus OG, is a complex indica strain that combines Arcata, Trainwreck, and 303 OG. Each parent strain passes on something special to Primus: Arcata with its creative activation, Trainwreck with its long-lasting euphoria, and 303 OG with its sour fruit flavors. This trifecta of duration, fragrance, and quality of high makes for a potent hybrid cherished by patients and recreational consumers alike."
87,Allen Wrench,77,https://images.leafly.com/flower-images/allen-wrench.jpg,Sativa,"A popular strain for sativa-lovers, Allen Wrench presents the best qualities of its parents, Trainwreck and NYC Diesel with crisp flavors of sour fruit. Its aroma has been characterized as sour and flowery, leaving a lingering scent of fruit. Allen Wrench is known to provide users with a long-lasting cerebral high and fill an entire room with its strong essence. The buds have a dark-green color and dark foliage with orange pistils growing out. Allen Wrench also has a 10-11 week flowering time and medium to medium-high THC content."
88,Lemon Garlic OG,85,https://images.leafly.com/flower-images/LEMON-GARLIC-OG-095.jpg,Hybrid,"Bred through years of selecting the most desirable cuts of True OG, Lemon Garlic OG is a hybrid from Humboldt Seed Organization. The aroma is a bit spicy with notes of garlic, citrus, and pine. Densely stacked buds are frosty lime green and produce heaps of trichomes, indicating good OG genetics. For anyone looking for the next evening strain, give Lemon Garlic OG a try."
89,Frankenstein,57,https://images.leafly.com/flower-images/frankenstein.jpg,Indica,"Frankenstein is an 80% indica strain whose parents are unknown. Its potency is a talking point among patients and veteran consumers alike, who cherish this indica’s ability to push past the ceiling of their tolerance."
90,Pineapple Super Silver Haze,59,https://images.leafly.com/flower-images/pineapple-super-silver-haze.jpg,Sativa,"Pineapple Super Silver Haze from Fire Bros. is a sativa strain that modifies the widely cherished Super Silver Haze with a Pineapple hybrid strain. This second parent is thought to be either Pineapple Express or Pineapple, a phenotype of Ed Rosenthal Super Bud. The Haze genetics in this strain come through in both flavor and effect, as Pineapple Super Silver Haze delivers a high-flying cerebral buzz alongside a spicy, zesty flavor. Its aroma is more of a tropical medley of candied mango, pineapple, and oranges. Like a cup of coffee, this sativa is a perfect pick-me-up with motivating, talkative, and creative effects and minimal heaviness in the body."
91,Dutch Treat Haze,63,https://images.leafly.com/flower-images/DUTCH-TREAT-HAZE-089.jpg,Hybrid,"Two superstars from the Dutch cannabis scene mingle together to rejuvenate genetics from decades passed into an intriguing hybrid that gained popularity in Colorado’s medical market for being both potent and flavorful. Dutch Treat Haze has a complex but undoubtable Haze aroma of pungent earthy tones from Super Silver Haze with the influence of Dutch Treat’s crisp, fruity, and floral flavors to create a captivating sativa-dominant hybrid. Its heady sativa effects are felt almost immediately with an energetic burst of creativity and sociability that uplift your mood and stimulate the appetite. "
92,Orange Skunk,73,https://images.leafly.com/flower-images/orange-skunk.jpg,Hybrid,"Orange Skunk is a clear-headed hybrid cross between Californian Orange and Skunk. With a smell that is as sweet as it is sour, Orange Skunk delivers strong physical sensations that creep into a steady cerebral invigoration. Its medical uses are diverse, but patients treating stress, anxiety, inflammation and headaches may benefit the most from this California hybrid. Novice growers delight in the simplicity of raising Orange Skunk plants, which flower in 8 to 10 weeks in indoor gardens."
93,Green Queen,73,https://images.leafly.com/flower-images/green-queen.jpg,Hybrid,"Green Queen was bred by JB Dank Nugs and is the hybrid cross of Green Crack and Space Queen. Each of these strains has exceptional standalone effects, but when combined, their speedy and heady elements work in concert to create a strain greater than the sum of its parts. Green Queen’s aroma is skunky and subtly sweet, with hints of citrus and pepper on the finish. The effects are cerebral and euphoric without being overstimulating, though expect a notable boost of physical and mental energy. This bud is deep green with bright orange pistils."
94,Alien Walker,55,https://images.leafly.com/flower-images/alien-walker.jpg,Hybrid,"Alien Walker, a cross between Albert Walker and Tahoe Alien, was the Hybrid winner of the 2013 Seattle High Times Cannabis Cup. Bred by Alien Genetics, Alien Walker is a fast-growing plant with a short vegetative cycle, but produces large yields of frost-covered buds as hairy as fictitious space bears. Pungent fruity notes of tangerine and lemon introduce Alien Walker’s strong cerebrally-focused effects that promote relaxation and stress relief. The full-body sedation to follow makes this strain a viable option for treatment of pain and insomnia as well. "
95,Very Berry Haze,57,https://images.leafly.com/flower-images/very-berry-haze.jpg,Sativa,"This 100% sativa strain was first created by the breeders at Apothecary Genetics as a combination of the popular sativas Strawberry Cough and Super Silver Haze. They are best grown indoors or in warm climates and plants flour at about 10 weeks. These plants will grow fast and tall and usually produce a large number of flowers. The Very Berry part of the name is apparent in its smell and fruity aftertaste, which lingers on the tongue. It’s a sativa that’s perfect for an active mind and body feeling."
96,Monkey Thunder,53,https://images.leafly.com/flower-images/monkey-thunder.jpg,Hybrid,"Monkey Thunder is a fun and fruity strain with energizing qualities. Created by Phantom Farms of Oregon, Monkey Thunder is a cross of a Lemon Pineapple x Maui Wowie Tropic Thunder hybrid and Monkey Face. Monkey Thunder’s first cross emphasizes the fruity, tropical terpenes, giving the plant notes of pineapple and citrus peel, while the addition of Monkey Face helped stabilize the morphology and flowering time of the plant. Monkey Thunder has a snappy 50-day flowering cycle and has been known to reach about 8 feet tall. "
97,City of God,50,https://images.leafly.com/flower-images/city-of-god.jpg,Hybrid,"City of God is a heavier hybrid with functional and relaxing effects. Created by crossing NYC Diesel and God Bud, City of God offers consumers an alert mental state and comfortable physical sedation. This strain gets a little heavy-handed in larger doses, saddling the consumer with appetite stimulation and lethargy. Its pungent aroma is a mixture of the strain’s parents, offering notes of sweet earth and fuel. City of God performs at its best when consumed in nature, and also plays well in social settings.   "
98,White CBG,62,https://images.leafly.com/flower-images/Kn55a7RPeQfB8yxYHVcQ_white%20cbg%202.jpg,Hybrid,"White CBG is a mostly CBG (cannabigerol) marijuana strain bred by Oregon CBD. We're still learning about the flavors and effects of White CBG -  If you've smoked, dabbed, or consumed this strain before, tell us about your experience by leaving a review."
